"'Table 2-Sabal,","'palmetto: seed","'data","'","'","'","'",
"'","'","'Cleaned seeds/weight","'","'","'","'",
"'","'","'Range","'","'Average","'","'Moisture",
"'Species","'Akg","'/b","'Akg","'/lb","'Samples","'content (%)",
"'S. etonia","'-","'-","'1,280","'581","'8","'9.8",
"'S. palmetto","'758-763","'1,668-1,682","'1,675","'7,600","'2","'19.3",
,,,,,,

'Confidence Scores % (Table Cell)
"'92.87109375","'92.87109375","'92.87109375","'92.87109375","'92.87109375","'92.87109375","'92.87109375",
"'65.13671875","'81.93359375","'81.93359375","'81.93359375","'81.93359375","'50.87890625","'52.83203125",
"'65.13671875","'83.69140625","'83.69140625","'79.19921875","'79.19921875","'50.87890625","'52.83203125",
"'65.13671875","'80.32226563","'87.54882813","'84.32617188","'78.61328125","'50.87890625","'52.83203125",
"'80.61523438","'75.04882813","'81.78710938","'78.75976563","'73.43750000","'81.68945313","'80.76171875",
"'85.59570313","'79.68750000","'86.86523438","'83.64257813","'77.97851563","'86.71875000","'85.74218750",
