"'Table 2-Philadelphus, mock orange:","'germination test","'conditions","'and results","'","'",
"'","'Seed fill","'Viability","'Wet","'Percentage","'germination",
"'Species, seed source, & elevation","'(%)","'(%)","'prechill (days)","'15 °C","'20/10 °C",
"'P. lewisii","'","'","'","'","'",
"'Banks, ID (830 m)","'98","'96","'0","'|","'I",
"'","'98","'96","'28","'57","'16",
"'Craters of the Moon National","'100","'92","'0","'12","'6",
"'Monument, ID (1,680 m)","'100","'92","'28","'41","'23",
"'Grant Co., OR (1,020 m)","'100","'90","'0","'8","'5",
"'","'100","'90","'28","'47","'33",
"'Idaho City, ID (1,650 m)","'99","'96","'0","'2","'2",
"'","'99","'96","'28","'34","'33",
"'P. microphyllus Sandoval Co., NM (2,380 m)","'98","'63","'60","'5","'",
"'","'98","'63","'28","'44","'20",
,,,,,

'Confidence Scores % (Table Cell)
"'55.90820313","'55.90820313","'55.90820313","'55.90820313","'55.90820313","'55.90820313",
"'94.33593750","'59.37500000","'55.37109375","'60.49804688","'91.94335938","'91.94335938",
"'94.33593750","'59.37500000","'55.37109375","'60.49804688","'88.08593750","'90.23437500",
"'39.94140625","'39.94140625","'39.94140625","'39.94140625","'39.94140625","'39.94140625",
"'50.92773438","'49.90234375","'49.75585938","'50.83007813","'49.70703125","'50.87890625",
"'75.09765625","'73.53515625","'73.33984375","'74.90234375","'73.24218750","'75.00000000",
"'43.40820313","'74.51171875","'74.31640625","'75.92773438","'74.21875000","'76.02539063",
"'43.40820313","'73.58398438","'73.38867188","'74.95117188","'73.29101563","'75.04882813",
"'45.50781250","'78.41796875","'78.17382813","'79.83398438","'78.07617188","'79.98046875",
"'45.50781250","'72.07031250","'71.82617188","'73.38867188","'71.77734375","'73.48632813",
"'53.80859375","'72.55859375","'72.36328125","'73.92578125","'72.26562500","'74.02343750",
"'53.80859375","'65.86914063","'65.67382813","'67.08984375","'65.62500000","'67.18750000",
"'52.73437500","'68.70117188","'68.50585938","'69.97070313","'68.40820313","'70.06835938",
"'52.73437500","'69.04296875","'68.79882813","'70.26367188","'68.75000000","'70.41015625",
